Board,Qualification,Subject,Syllabus_Code,Paper_Code,Year,Season,Component_or_Unit,Variant,Paper_or_Unit_Code,Difficulty,Grade_A_Threshold,Grade_B_Threshold,Grade_C_Threshold,QP_URL,MS_URL,Examiner_Report_URL,PotatoPapers_Catalogue_URL
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2014 Paper 51,2014,Winter,5,1,51,Hard,15,13,10,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_qp_51.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_ms_51.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2014 Paper 52,2014,Winter,5,2,52,Hard,15,13,10,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_qp_52.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_ms_52.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2014 Paper 53,2014,Winter,5,3,53,Medium,21,18,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_qp_53.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_ms_53.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2014/9701_w14_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 1,2013,Summer,1,1,11,Easy,30,26,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 2,2013,Summer,1,2,12,Easy,30,26,12,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 3,2013,Summer,1,3,13,Easy,31,28,17,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 1,2013,Summer,2,1,21,Easy,48,42,25,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_21.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_21.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 2,2013,Summer,2,2,22,Easy,49,42,22,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 3,2013,Summer,2,3,23,Easy,50,45,29,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_23.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_23.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 1,2013,Summer,3,1,31,Easy,28,25,16,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_31.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_31.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 2,2013,Summer,3,2,32,Easy,28,25,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_32.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_32.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 33,2013,Summer,3,3,33,Hard,21,18,7,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_33.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_33.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 4,2013,Summer,3,4,34,Easy,28,25,14,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_34.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_34.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 5,2013,Summer,3,5,35,Easy,28,25,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_35.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_35.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 1,2013,Summer,4,1,41,Medium,66,58,37,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_41.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_41.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 2,2013,Summer,4,2,42,Medium,63,54,28,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_42.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_42.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 3,2013,Summer,4,3,43,Medium,66,58,37,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_43.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_43.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 51,2013,Summer,5,1,51,Hard,17,14,8,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_51.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_51.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 52,2013,Summer,5,2,52,Medium,20,15,9,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_52.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_52.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2013 Paper 53,2013,Summer,5,3,53,Hard,17,14,8,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_qp_53.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_ms_53.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_s13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 1,2013,Winter,1,1,11,Easy,30,25,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 2,2013,Winter,1,2,12,Easy,30,25,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 3,2013,Winter,1,3,13,Easy,31,26,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 1,2013,Winter,2,1,21,Easy,42,32,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_21.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_21.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 2,2013,Winter,2,2,22,Easy,42,32,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 3,2013,Winter,2,3,23,Easy,42,34,18,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_23.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_23.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 1,2013,Winter,3,1,31,Easy,28,25,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_31.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_31.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 3,2013,Winter,3,3,33,Easy,28,25,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_33.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_33.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 4,2013,Winter,3,4,34,Easy,29,26,17,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_34.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_34.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 5,2013,Winter,3,5,35,Easy,29,26,19,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_35.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_35.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 6,2013,Winter,3,6,36,Easy,28,24,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_36.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_36.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 1,2013,Winter,4,1,41,Medium,63,57,31,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_41.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_41.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 2,2013,Winter,4,2,42,Medium,63,57,31,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_42.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_42.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 3,2013,Winter,4,3,43,Easy,68,59,35,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_43.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_43.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 51,2013,Winter,5,1,51,Hard,17,15,7,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_51.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_51.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 52,2013,Winter,5,2,52,Hard,17,15,7,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_52.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_52.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2013 Paper 3,2013,Winter,5,3,53,Medium,20,18,10,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_qp_53.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_ms_53.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2013/9701_w13_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 1,2012,Summer,1,1,11,Hard,24,21,13,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 2,2012,Summer,1,2,12,Easy,30,27,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 3,2012,Summer,1,3,13,Hard,24,21,13,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 1,2012,Summer,2,1,21,Easy,49,44,28,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_21.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_21.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 2,2012,Summer,2,2,22,Easy,44,36,18,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 3,2012,Summer,2,3,23,Easy,49,44,28,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_23.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_23.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 1,2012,Summer,3,1,31,Easy,30,27,17,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_31.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_31.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 2,2012,Summer,3,2,32,Easy,30,27,18,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_32.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_32.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 3,2012,Summer,3,3,33,Medium,24,21,10,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_33.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_33.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 4,2012,Summer,3,4,34,Medium,24,22,12,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_34.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_34.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 5,2012,Summer,3,5,35,Medium,25,21,13,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_35.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_35.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 41,2012,Summer,4,1,41,Hard,55,47,27,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_41.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_41.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 42,2012,Summer,4,2,42,Medium,60,50,25,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_42.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_42.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 43,2012,Summer,4,3,43,Hard,55,47,27,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_43.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_43.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 1,2012,Summer,5,1,51,Hard,18,15,9,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_51.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_51.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 2,2012,Summer,5,2,52,Hard,16,12,6,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_52.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_52.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem M/J 2012 Paper 3,2012,Summer,5,3,53,Hard,18,15,9,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_qp_53.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_ms_53.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_s12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2012 Paper 1,2012,Winter,1,1,11,Medium,27,21,12,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2012 Paper 2,2012,Winter,1,2,12,Medium,27,21,12,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
CAIE,Cambridge International AS & A Level,Chemistry,9701,Chem O/N 2012 Paper 3,2012,Winter,1,3,13,Medium,28,24,15,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-international-a-level/chemistry-9701/2012/9701_w12_er.pdf,https://potatopapers.me/#/cambridgealevelpapers
